first_date,days_since,active_users
2020-01-05,176,3
2020-01-05,177,5
2020-01-05,178,7
2020-01-05,179,3
2020-01-05,180,5
2020-01-05,181,4
2020-01-05,182,2
2020-01-05,184,1
2020-01-05,185,1
2020-01-05,186,2
2020-01-05,187,3
2020-01-05,188,2
2020-01-05,189,2
2020-01-05,191,2
2020-01-05,192,4
2020-01-05,193,2
2020-01-05,194,1
2020-01-05,195,4
2020-01-05,196,2
2020-01-05,197,1
2020-01-05,199,4
2020-01-05,200,3
2020-01-05,201,3
2020-01-05,202,1
2020-01-05,203,2
2020-01-05,204,3
2020-01-05,205,1
2020-01-05,207,1
2020-01-05,208,1
2020-01-05,209,3
2020-01-05,210,2
2020-01-05,211,1
2020-01-05,212,1
2020-01-05,213,2
2020-01-05,214,1
2020-01-05,215,1
2020-01-05,216,1
2020-01-05,218,5
2020-01-05,219,1
2020-01-05,223,3
2020-01-05,225,1
2020-01-05,226,8
2020-01-05,227,8
2020-01-05,228,2
2020-01-05,229,2
2020-01-05,232,1
2020-01-05,233,3
2020-01-05,234,3
2020-01-05,235,2
2020-01-05,236,5
2020-01-05,238,2
2020-01-05,239,1
2020-01-05,240,4
2020-01-05,241,3
2020-01-05,242,5
2020-01-05,243,5
2020-01-05,246,5
2020-01-05,247,5
2020-01-05,248,4
2020-01-05,249,3
2020-01-05,250,6
2020-01-05,251,2
2020-01-05,253,8
2020-01-05,254,4
2020-01-05,255,3
2020-01-05,256,3
2020-01-05,257,3
2020-01-05,258,1
2020-01-05,259,1
2020-01-05,260,1
2020-01-05,261,1
2020-01-05,262,2
2020-01-05,263,1
2020-01-05,264,7
2020-01-05,265,1
2020-01-05,266,1
2020-01-05,267,2
2020-01-05,268,3
2020-01-05,269,2
2020-01-05,271,1
2020-01-05,272,3
2020-01-05,273,2
2020-01-05,274,1
2020-01-05,275,2
2020-01-05,279,6
2020-01-05,280,2
2020-01-05,282,2
2020-01-05,283,3
2020-01-05,286,3
2020-01-05,287,3
2020-01-05,288,1
2020-01-05,290,1
2020-01-05,291,1
2020-01-05,294,1
2020-01-05,295,1
2020-01-05,296,1
2020-01-05,297,3
2020-01-05,298,1
2020-01-05,299,3
2020-01-05,301,1
2020-01-05,302,1
2020-01-05,303,3
2020-01-05,306,1
2020-01-05,307,1
2020-01-05,308,1
2020-01-05,309,1
2020-01-05,314,4
2020-01-05,315,3
2020-01-05,318,3
2020-01-05,319,2
2020-01-06,0,395
2020-01-06,1,6
2020-01-06,2,7
2020-01-06,3,4
2020-01-06,4,4
2020-01-06,5,7
2020-01-06,6,2
2020-01-06,7,6
2020-01-06,8,1
2020-01-06,9,3
2020-01-06,10,8
2020-01-06,11,2
2020-01-06,12,4
2020-01-06,13,3
2020-01-06,14,3
2020-01-06,15,5
2020-01-06,16,1
2020-01-06,17,1
2020-01-06,18,4
2020-01-06,19,4
2020-01-06,20,2
2020-01-06,21,5
2020-01-06,22,3
2020-01-06,23,2
2020-01-06,24,1
2020-01-06,25,7
2020-01-06,26,9
2020-01-06,27,8
2020-01-06,28,5
2020-01-06,29,5
2020-01-06,30,4
2020-01-06,31,3
2020-01-06,32,7
2020-01-06,33,8
2020-01-06,34,4
2020-01-06,35,3
2020-01-06,36,6
2020-01-06,37,7
2020-01-06,38,1
2020-01-06,39,4
2020-01-06,40,8
2020-01-06,41,7
2020-01-06,42,6
2020-01-06,43,4
2020-01-06,45,1
2020-01-06,46,6
2020-01-06,47,6
2020-01-06,48,5
2020-01-06,49,3
2020-01-06,50,2
2020-01-06,51,2
2020-01-06,52,1
2020-01-06,53,7
2020-01-06,54,4
2020-01-06,55,8
2020-01-06,56,3
2020-01-06,57,3
2020-01-06,59,6
2020-01-06,60,5
2020-01-06,61,6
2020-01-06,62,9
2020-01-06,63,9
2020-01-06,64,5
2020-01-06,65,5
2020-01-06,66,3
2020-01-06,67,6
2020-01-06,68,5
2020-01-06,69,4
2020-01-06,70,4
2020-01-06,71,4
2020-01-06,72,4
2020-01-06,73,1
2020-01-06,74,1
2020-01-06,75,3
2020-01-06,76,1
2020-01-06,77,4
2020-01-06,78,4
2020-01-06,79,1
2020-01-06,80,5
2020-01-06,81,1
2020-01-06,83,5
2020-01-06,84,1
2020-01-06,85,2
2020-01-06,86,2
2020-01-06,87,1
2020-01-06,90,2
2020-01-06,91,2
2020-01-06,93,4
2020-01-06,95,2
2020-01-06,97,1
2020-01-06,98,1
2020-01-06,100,1
2020-01-06,102,1
2020-01-06,106,2
2020-01-06,108,2
2020-01-06,109,1
2020-01-06,111,1
2020-01-06,112,2
2020-01-06,114,1
2020-01-06,115,2
2020-01-06,116,2
2020-01-06,117,2
2020-01-06,118,3
2020-01-06,119,2
2020-01-06,120,2
2020-01-06,121,3
2020-01-06,122,2
2020-01-06,123,2
2020-01-06,124,1
2020-01-06,125,1
2020-01-06,126,4
2020-01-06,127,3
2020-01-06,128,1
2020-01-06,129,1
2020-01-06,130,1
2020-01-06,131,4
2020-01-06,132,4
2020-01-06,133,1
2020-01-06,134,1
2020-01-06,135,4
2020-01-06,137,4
2020-01-06,138,4
2020-01-06,139,5
2020-01-06,140,8
2020-01-06,141,2
2020-01-06,142,3
2020-01-06,143,2
2020-01-06,144,2
2020-01-06,145,4
2020-01-06,146,5
2020-01-06,147,2
2020-01-06,148,7
2020-01-06,149,5
2020-01-06,150,5
2020-01-06,151,1
2020-01-06,152,3
2020-01-06,153,4
2020-01-06,154,6
2020-01-06,155,5
2020-01-06,156,4
2020-01-06,157,5
2020-01-06,158,3
2020-01-06,159,2
2020-01-06,160,5
2020-01-06,161,4
2020-01-06,162,5
2020-01-06,163,4
2020-01-06,164,3
2020-01-06,165,8
2020-01-06,166,1
2020-01-06,167,2
2020-01-06,168,6
2020-01-06,169,1
2020-01-06,170,3
2020-01-06,171,4
2020-01-06,172,3
2020-01-06,173,1
2020-01-06,175,6
2020-01-06,176,4
2020-01-06,177,3
2020-01-06,178,4
2020-01-06,179,4
2020-01-06,180,5
2020-01-06,181,2
2020-01-06,182,1
2020-01-06,183,1
2020-01-06,184,1
2020-01-06,185,2
2020-01-06,186,1
2020-01-06,187,1
2020-01-06,188,3
2020-01-06,189,2
2020-01-06,190,3
2020-01-06,191,2
2020-01-06,192,1
2020-01-06,193,1
2020-01-06,194,2
2020-01-06,195,2
2020-01-06,196,3
2020-01-06,197,2
2020-01-06,200,2
2020-01-06,201,1
2020-01-06,203,1
2020-01-06,204,1
2020-01-06,205,4
2020-01-06,206,2
2020-01-06,209,3
2020-01-06,210,1
2020-01-06,211,1
2020-01-06,212,4
2020-01-06,214,1
2020-01-06,215,1
2020-01-06,217,1
2020-01-06,219,1
2020-01-06,220,4
2020-01-06,221,2
2020-01-06,222,2
2020-01-06,223,1
2020-01-06,224,4
2020-01-06,225,7
2020-01-06,226,4
2020-01-06,227,5
2020-01-06,228,4
2020-01-06,231,4
2020-01-06,232,5
2020-01-06,233,3
2020-01-06,234,4
2020-01-06,236,1
2020-01-06,237,1
2020-01-06,238,2
2020-01-06,239,3
2020-01-06,240,3
2020-01-06,241,4
2020-01-06,242,5
2020-01-06,243,1
2020-01-06,244,1
2020-01-06,245,3
2020-01-06,246,6
2020-01-06,247,8
2020-01-06,248,3
2020-01-06,249,7
2020-01-06,252,2
2020-01-06,253,5
2020-01-06,254,2
2020-01-06,255,3
2020-01-06,256,7
2020-01-06,258,1
2020-01-06,259,5
2020-01-06,260,5
2020-01-06,262,1
2020-01-06,264,1
2020-01-06,266,3
2020-01-06,267,3
2020-01-06,268,3
2020-01-06,270,2
2020-01-06,271,1
2020-01-06,272,1
2020-01-06,274,2
2020-01-06,279,1
2020-01-06,280,1
2020-01-06,281,2
2020-01-06,284,1
2020-01-06,285,2
2020-01-06,286,1
2020-01-06,287,2
2020-01-06,290,3
2020-01-06,292,1
2020-01-06,293,3
2020-01-06,296,2
2020-01-06,299,1
2020-01-06,302,3
2020-01-06,303,1
2020-01-06,305,1
2020-01-06,306,3
2020-01-06,313,2
2020-01-06,314,2
2020-01-06,316,1
2020-01-06,317,4
2020-01-07,0,476
2020-01-07,1,3
2020-01-07,2,7
2020-01-07,3,4
2020-01-07,4,12
2020-01-07,5,5
2020-01-07,7,3
2020-01-07,8,3
2020-01-07,9,1
2020-01-07,10,5
2020-01-07,11,6
2020-01-07,12,6
2020-01-07,13,4
2020-01-07,14,4
2020-01-07,15,1
2020-01-07,16,1
2020-01-07,17,3
2020-01-07,18,4
2020-01-07,19,8
2020-01-07,20,4
2020-01-07,21,3
2020-01-07,22,2
2020-01-07,23,2
2020-01-07,24,1
2020-01-07,25,9
2020-01-07,26,12
2020-01-07,27,7
2020-01-07,28,4
2020-01-07,29,7
2020-01-07,30,4
2020-01-07,31,3
2020-01-07,32,3
2020-01-07,33,6
2020-01-07,34,1
2020-01-07,35,3
2020-01-07,36,2
2020-01-07,37,3
2020-01-07,38,3
2020-01-07,39,13
2020-01-07,40,3
2020-01-07,41,1
2020-01-07,42,2
2020-01-07,43,2
2020-01-07,44,3
2020-01-07,45,2
2020-01-07,46,8
2020-01-07,47,8
2020-01-07,48,2
2020-01-07,49,4
2020-01-07,50,1
2020-01-07,51,3
2020-01-07,52,5
2020-01-07,53,5
2020-01-07,54,1
2020-01-07,56,3
2020-01-07,57,1
2020-01-07,58,5
2020-01-07,59,3
2020-01-07,60,13
2020-01-07,61,8
2020-01-07,62,6
2020-01-07,63,7
2020-01-07,64,2
2020-01-07,65,3
2020-01-07,66,4
2020-01-07,67,4
2020-01-07,68,3
2020-01-07,69,1
2020-01-07,70,2
2020-01-07,71,4
2020-01-07,72,1
2020-01-07,73,1
2020-01-07,74,4
2020-01-07,75,2
2020-01-07,76,5
2020-01-07,77,2
2020-01-07,78,4
2020-01-07,79,1
2020-01-07,80,2
2020-01-07,81,3
2020-01-07,82,1
2020-01-07,83,1
2020-01-07,86,2
2020-01-07,87,3
2020-01-07,88,3
2020-01-07,89,2
2020-01-07,93,2
2020-01-07,94,3
2020-01-07,95,1
2020-01-07,96,2
2020-01-07,97,1
2020-01-07,98,1
2020-01-07,101,2
2020-01-07,103,1
2020-01-07,104,2
2020-01-07,105,3
2020-01-07,106,1
2020-01-07,107,2
2020-01-07,112,1
2020-01-07,113,1
2020-01-07,114,2
2020-01-07,115,1
2020-01-07,117,3
2020-01-07,118,3
2020-01-07,121,2
2020-01-07,122,1
2020-01-07,123,2
2020-01-07,124,1
2020-01-07,125,2
2020-01-07,127,2
2020-01-07,128,3
2020-01-07,129,2
2020-01-07,130,1
2020-01-07,131,3
2020-01-07,132,2
2020-01-07,133,2
2020-01-07,134,3
2020-01-07,135,3
2020-01-07,136,2
2020-01-07,137,3
2020-01-07,138,8
2020-01-07,139,3
2020-01-07,140,3
2020-01-07,141,4
2020-01-07,142,4
2020-01-07,143,7
2020-01-07,144,6
2020-01-07,145,5
2020-01-07,146,4
2020-01-07,147,3
2020-01-07,148,6
2020-01-07,149,2
2020-01-07,150,6
2020-01-07,151,2
2020-01-07,152,3
2020-01-07,153,4
2020-01-07,154,4
2020-01-07,155,5
2020-01-07,156,8
2020-01-07,157,6
2020-01-07,158,4
2020-01-07,159,5
2020-01-07,160,6
2020-01-07,161,6
2020-01-07,162,1
2020-01-07,163,3
2020-01-07,164,3
2020-01-07,165,5
2020-01-07,166,4
2020-01-07,167,3
2020-01-07,168,2
2020-01-07,169,6
2020-01-07,170,4
2020-01-07,171,2
2020-01-07,172,1
2020-01-07,173,2
2020-01-07,174,5
2020-01-07,175,6
2020-01-07,176,3
2020-01-07,177,1
2020-01-07,178,3
2020-01-07,179,8
2020-01-07,180,1
2020-01-07,181,1
2020-01-07,183,4
2020-01-07,185,1
2020-01-07,186,1
2020-01-07,187,2
2020-01-07,188,3
2020-01-07,189,1
2020-01-07,190,1
2020-01-07,191,2
2020-01-07,192,6
2020-01-07,193,1
2020-01-07,195,3
2020-01-07,196,1
2020-01-07,197,2
2020-01-07,198,3
2020-01-07,199,3
2020-01-07,200,1
2020-01-07,201,1
2020-01-07,202,1
2020-01-07,203,2
2020-01-07,207,1
2020-01-07,208,1
2020-01-07,212,1
2020-01-07,213,2
2020-01-07,215,1
2020-01-07,216,3
2020-01-07,217,1
2020-01-07,220,2
2020-01-07,221,1
2020-01-07,223,3
2020-01-07,224,3
2020-01-07,225,7
2020-01-07,226,3
2020-01-07,227,4
2020-01-07,230,4
2020-01-07,231,1
2020-01-07,232,2
2020-01-07,233,4
2020-01-07,234,5
2020-01-07,236,2
2020-01-07,237,3
2020-01-07,238,7
2020-01-07,239,4
2020-01-07,240,2
2020-01-07,241,4
2020-01-07,242,2
2020-01-07,243,2
2020-01-07,244,7
2020-01-07,245,4
2020-01-07,246,4
2020-01-07,248,5
2020-01-07,251,3
2020-01-07,252,3
2020-01-07,253,4
2020-01-07,254,3
2020-01-07,255,1
2020-01-07,256,1
2020-01-07,257,1
2020-01-07,258,5
2020-01-07,259,6
2020-01-07,260,5
2020-01-07,261,6
2020-01-07,262,5
2020-01-07,266,3
2020-01-07,267,4
2020-01-07,270,2
2020-01-07,271,1
2020-01-07,273,1
2020-01-07,274,1
2020-01-07,277,3
2020-01-07,279,1
2020-01-07,283,1
2020-01-07,284,2
2020-01-07,285,2
2020-01-07,288,1
2020-01-07,289,3
2020-01-07,291,1
2020-01-07,292,1
2020-01-07,293,1
2020-01-07,294,1
2020-01-07,295,1
2020-01-07,297,1
2020-01-07,299,2
2020-01-07,300,2
2020-01-07,301,5
2020-01-07,302,3
2020-01-07,305,2
2020-01-07,306,2
2020-01-07,310,1
2020-01-07,312,3
2020-01-07,314,1
2020-01-07,316,2
2020-01-07,317,3
2020-01-08,0,287
2020-01-08,1,5
2020-01-08,2,5
2020-01-08,3,4
2020-01-08,4,4
2020-01-08,5,4
2020-01-08,6,3
2020-01-08,7,1
2020-01-08,8,4
2020-01-08,10,1
2020-01-08,13,6
2020-01-08,14,1
2020-01-08,15,3
2020-01-08,16,1
2020-01-08,17,1
2020-01-08,18,2
2020-01-08,20,2
2020-01-08,21,1
2020-01-08,22,2
2020-01-08,23,1
2020-01-08,24,9
2020-01-08,25,13
2020-01-08,27,4
2020-01-08,28,3
2020-01-08,29,1
2020-01-08,30,6
2020-01-08,31,1
2020-01-08,32,1
2020-01-08,33,7
2020-01-08,34,1
2020-01-08,35,6
2020-01-08,36,7
2020-01-08,37,6
2020-01-08,38,5
2020-01-08,39,1
2020-01-08,40,3
2020-01-08,41,2
2020-01-08,42,2
2020-01-08,43,2
2020-01-08,44,5
2020-01-08,45,3
2020-01-08,47,1
2020-01-08,48,1
2020-01-08,49,1
2020-01-08,50,3
2020-01-08,51,1
2020-01-08,52,7
2020-01-08,53,2
2020-01-08,54,2
2020-01-08,55,1
2020-01-08,56,1
2020-01-08,57,4
2020-01-08,58,3
2020-01-08,59,6
2020-01-08,60,5
2020-01-08,61,4
2020-01-08,62,5
2020-01-08,63,1
2020-01-08,64,1
2020-01-08,65,2
2020-01-08,66,1
2020-01-08,67,6
2020-01-08,69,2
2020-01-08,71,3
2020-01-08,72,1
2020-01-08,73,1
2020-01-08,74,1
2020-01-08,75,2
2020-01-08,76,2
2020-01-08,77,2
2020-01-08,78,1
2020-01-08,79,3
2020-01-08,81,2
2020-01-08,83,2
2020-01-08,84,2
2020-01-08,85,1
2020-01-08,86,1
2020-01-08,87,2
2020-01-08,88,2
2020-01-08,90,1
2020-01-08,92,2
2020-01-08,96,1
2020-01-08,98,1
2020-01-08,99,1
2020-01-08,100,1
2020-01-08,102,1
2020-01-08,105,1
2020-01-08,106,2
2020-01-08,111,1
2020-01-08,119,1
2020-01-08,121,1
2020-01-08,122,1
2020-01-08,123,1
2020-01-08,124,1
2020-01-08,125,1
2020-01-08,126,2
2020-01-08,127,3
2020-01-08,128,1
2020-01-08,129,1
2020-01-08,130,1
2020-01-08,131,1
2020-01-08,132,1
2020-01-08,135,1
2020-01-08,136,2
2020-01-08,137,2
2020-01-08,138,2
2020-01-08,139,1
2020-01-08,140,4
2020-01-08,141,2
2020-01-08,142,1
2020-01-08,143,6
2020-01-08,144,1
2020-01-08,145,1
2020-01-08,146,3
2020-01-08,147,5
2020-01-08,148,3
2020-01-08,149,3
2020-01-08,150,4
2020-01-08,151,3
2020-01-08,152,1
2020-01-08,153,4
2020-01-08,154,1
2020-01-08,155,4
2020-01-08,156,2
2020-01-08,157,6
2020-01-08,158,3
2020-01-08,159,2
2020-01-08,160,2
2020-01-08,161,2
2020-01-08,162,2
2020-01-08,163,8
2020-01-08,166,2
2020-01-08,167,3
2020-01-08,168,2
2020-01-08,169,4
2020-01-08,170,3
2020-01-08,173,3
2020-01-08,174,4
2020-01-08,175,5
2020-01-08,176,3
2020-01-08,177,4
2020-01-08,178,3
2020-01-08,180,2
2020-01-08,181,2
2020-01-08,182,4
2020-01-08,183,2
2020-01-08,184,4
2020-01-08,185,2
2020-01-08,187,1
2020-01-08,188,1
2020-01-08,190,3
2020-01-08,191,1
2020-01-08,192,1
2020-01-08,194,1
2020-01-08,195,1
2020-01-08,198,1
2020-01-08,199,1
2020-01-08,209,1
2020-01-08,210,1
2020-01-08,211,1
2020-01-08,213,1
2020-01-08,214,1
2020-01-08,215,3
2020-01-08,216,1
2020-01-08,217,4
2020-01-08,218,3
2020-01-08,222,2
2020-01-08,223,3
2020-01-08,224,1
2020-01-08,225,3
2020-01-08,226,1
2020-01-08,227,1
2020-01-08,229,2
2020-01-08,230,4
2020-01-08,231,4
2020-01-08,232,4
2020-01-08,233,2
2020-01-08,234,2
2020-01-08,235,1
2020-01-08,236,2
2020-01-08,237,3
2020-01-08,238,2
2020-01-08,239,3
2020-01-08,240,5
2020-01-08,241,1
2020-01-08,243,4
2020-01-08,244,2
2020-01-08,247,6
2020-01-08,250,2
2020-01-08,251,5
2020-01-08,252,1
2020-01-08,254,1
2020-01-08,256,2
2020-01-08,257,1
2020-01-08,258,4
2020-01-08,259,2
2020-01-08,260,4
2020-01-08,262,2
2020-01-08,264,2
2020-01-08,265,2
2020-01-08,266,2
2020-01-08,267,1
2020-01-08,270,1
2020-01-08,271,1
2020-01-08,272,2
2020-01-08,273,1
2020-01-08,274,1
2020-01-08,275,1
2020-01-08,276,1
2020-01-08,281,1
2020-01-08,288,3
2020-01-08,296,2
2020-01-08,299,1
2020-01-08,300,2
2020-01-08,304,1
2020-01-08,308,1
2020-01-08,311,2
2020-01-08,315,1
2020-01-09,0,295
2020-01-09,1,6
2020-01-09,2,3
2020-01-09,3,6
2020-01-09,4,2
2020-01-09,5,5
2020-01-09,7,2
2020-01-09,8,3
2020-01-09,9,3
2020-01-09,10,4
2020-01-09,11,2
2020-01-09,12,1
2020-01-09,13,3
2020-01-09,14,5
2020-01-09,15,4
2020-01-09,16,5
2020-01-09,17,1
2020-01-09,18,2
2020-01-09,19,2
2020-01-09,20,1
2020-01-09,21,3
2020-01-09,23,7
2020-01-09,24,7
2020-01-09,25,3
2020-01-09,26,3
2020-01-09,27,2
2020-01-09,28,6
2020-01-09,29,5
2020-01-09,30,7
2020-01-09,31,10
2020-01-09,32,1
2020-01-09,33,1
2020-01-09,34,6
2020-01-09,35,5
2020-01-09,36,6
2020-01-09,37,2
2020-01-09,38,2
2020-01-09,39,2
2020-01-09,40,4
2020-01-09,41,1
2020-01-09,43,3
2020-01-09,44,4
2020-01-09,46,1
2020-01-09,47,1
2020-01-09,48,3
2020-01-09,49,2
2020-01-09,50,2
2020-01-09,51,1
2020-01-09,52,1
2020-01-09,53,5
2020-01-09,54,2
2020-01-09,55,3
2020-01-09,56,1
2020-01-09,57,4
2020-01-09,58,3
2020-01-09,59,4
2020-01-09,60,2
2020-01-09,61,2
2020-01-09,62,1
2020-01-09,64,5
2020-01-09,65,7
2020-01-09,66,2
2020-01-09,67,4
2020-01-09,68,2
2020-01-09,69,1
2020-01-09,71,2
2020-01-09,72,2
2020-01-09,73,2
2020-01-09,74,4
2020-01-09,75,1
2020-01-09,76,6
2020-01-09,77,3
2020-01-09,78,1
2020-01-09,79,2
2020-01-09,80,1
2020-01-09,82,2
2020-01-09,83,3
2020-01-09,84,2
2020-01-09,85,3
2020-01-09,86,1
2020-01-09,90,2
2020-01-09,92,1
2020-01-09,94,2
2020-01-09,96,2
2020-01-09,98,1
2020-01-09,100,1
2020-01-09,104,1
2020-01-09,105,1
2020-01-09,106,1
2020-01-09,107,1
2020-01-09,108,2
2020-01-09,110,2
2020-01-09,111,3
2020-01-09,112,1
2020-01-09,114,1
2020-01-09,116,2
2020-01-09,117,1
2020-01-09,118,3
2020-01-09,120,2
2020-01-09,121,1
2020-01-09,123,2
2020-01-09,124,1
2020-01-09,125,4
2020-01-09,126,5
2020-01-09,127,2
2020-01-09,128,1
2020-01-09,130,1
2020-01-09,132,1
2020-01-09,133,3
2020-01-09,134,2
2020-01-09,135,3
2020-01-09,136,2
2020-01-09,137,3
2020-01-09,138,1
2020-01-09,139,5
2020-01-09,140,3
2020-01-09,141,2
2020-01-09,142,1
2020-01-09,143,2
2020-01-09,144,2
2020-01-09,145,5
2020-01-09,146,5
2020-01-09,147,1
2020-01-09,148,5
2020-01-09,149,7
2020-01-09,150,3
2020-01-09,151,3
2020-01-09,152,1
2020-01-09,153,6
2020-01-09,154,3
2020-01-09,155,4
2020-01-09,156,4
2020-01-09,157,2
2020-01-09,158,2
2020-01-09,159,2
2020-01-09,160,3
2020-01-09,161,3
2020-01-09,162,3
2020-01-09,163,3
2020-01-09,164,1
2020-01-09,165,2
2020-01-09,166,1
2020-01-09,167,3
2020-01-09,168,5
2020-01-09,169,2
2020-01-09,172,4
2020-01-09,173,4
2020-01-09,174,1
2020-01-09,175,6
2020-01-09,176,3
2020-01-09,177,4
2020-01-09,178,1
2020-01-09,180,1
2020-01-09,182,2
2020-01-09,183,1
2020-01-09,184,1
2020-01-09,185,1
2020-01-09,186,1
2020-01-09,187,2
2020-01-09,188,6
2020-01-09,189,4
2020-01-09,190,2
2020-01-09,191,3
2020-01-09,195,1
2020-01-09,196,3
2020-01-09,198,2
2020-01-09,199,1
2020-01-09,201,2
2020-01-09,202,2
2020-01-09,205,1
2020-01-09,206,3
2020-01-09,207,2
2020-01-09,208,1
2020-01-09,209,2
2020-01-09,210,1
2020-01-09,211,2
2020-01-09,212,1
2020-01-09,213,2
2020-01-09,214,3
2020-01-09,215,2
2020-01-09,220,1
2020-01-09,221,6
2020-01-09,222,2
2020-01-09,223,6
2020-01-09,224,2
2020-01-09,225,4
2020-01-09,226,1
2020-01-09,228,9
2020-01-09,229,7
2020-01-09,230,5
2020-01-09,231,5
2020-01-09,232,5
2020-01-09,236,3
2020-01-09,237,2
2020-01-09,238,4
2020-01-09,239,3
2020-01-09,240,1
2020-01-09,241,1
2020-01-09,242,3
2020-01-09,243,5
2020-01-09,244,1
2020-01-09,245,7
2020-01-09,246,3
2020-01-09,247,1
2020-01-09,249,4
2020-01-09,250,2
2020-01-09,251,5
2020-01-09,252,2
2020-01-09,253,4
2020-01-09,255,2
2020-01-09,257,3
2020-01-09,258,6
2020-01-09,259,4
2020-01-09,260,5
2020-01-09,262,2
2020-01-09,263,3
2020-01-09,264,6
2020-01-09,265,4
2020-01-09,268,3
2020-01-09,269,1
2020-01-09,270,2
2020-01-09,272,1
2020-01-09,275,1
2020-01-09,276,1
2020-01-09,277,1
2020-01-09,279,3
2020-01-09,281,1
2020-01-09,282,2
2020-01-09,285,1
2020-01-09,287,1
2020-01-09,294,1
2020-01-09,297,1
2020-01-09,298,2
2020-01-09,299,3
2020-01-09,302,1
2020-01-09,303,4
2020-01-09,304,1
2020-01-09,305,3
2020-01-09,308,3
2020-01-09,309,1
2020-01-09,310,3
2020-01-09,311,1
2020-01-09,312,1
2020-01-09,314,3
2020-01-09,315,1
2020-01-09,316,1
2020-01-10,0,360
2020-01-10,1,10
2020-01-10,2,7
2020-01-10,3,5
2020-01-10,4,3
2020-01-10,5,3
2020-01-10,6,2
2020-01-10,7,3
2020-01-10,8,5
2020-01-10,9,3
2020-01-10,10,1
2020-01-10,11,4
2020-01-10,12,2
2020-01-10,13,5
2020-01-10,14,7
2020-01-10,15,2
2020-01-10,16,6
2020-01-10,17,3
2020-01-10,18,1
2020-01-10,19,1
2020-01-10,20,7
2020-01-10,21,3
2020-01-10,22,9
2020-01-10,23,12
2020-01-10,24,4
2020-01-10,25,2
2020-01-10,26,2
2020-01-10,27,3
2020-01-10,28,6
2020-01-10,29,8
2020-01-10,30,7
